claim_s,fake_flag
عشيرة الغفران تقدم شكوى ضد قطر فى مجلس حقوق الإنسان,0
إيران ترفع إنتاج الغاز للضعفين في الحقل المشترك مع قطر,0
فنانة بريطانية تفوز بجائزة آبل العالمية للتصوير 2020,1
ليبيا: فرار مئات السجناء وسط اشتباكات عنيفة في بنغازي,1
مصر: تعيين حكومة جديدة والدفاع والداخلية أبرز التغييرات,0
قطر ترفض دعم تركيا باستثمارات جديدة,1
الولايات المتحدة تطلق سراح معتقل سعودي من غوانتانامو,0
حياة الكثيرين تغيرت بسبب هذه الفيديوهات النادرة,1
كذبة نوفمبر.. من أين جاءت ؟,1
الصلب الصيني إلى رقم قياسي جديد,0
سماء دوي انفجار دون معرفة المصدر فى القاهرة,1
الخبز في العراق ضحية الجفاف,0
روسيا ترفض الاعتراف بالهجوم الكيمياوى فى دوما,1
بريد وينر فيلم جديد لأنجلينا جولي عن كفاح الفتيات في أفغانستان في ظل حكم طالبان,0
إعلان ترامب يلحق خسائر بالغة بأسعار النفط,1
مصر تستعرض مشاريعها في التحدي والإنجاز,0
قوات موالية للحكومة السورية تدخل منطقة عفرين الكردية,0
أول سينما في السعودية بعد أكثر من 40 عام,0
مصر تستثني مشاريع سياحية من التقييم,1
روسيا تدعو لإيقاف أعمال العنف في أراضي الغوطة الشرقية بسوريا,1
بقاء رئيس الأركان السوداني فى منصبه,1
ما صلاحيات أردوغان في ظل النظام الرئاسي؟,0
محاكمة متهمين مصريين باختلاف مليار دولار,0
اسقاط طائرة مقاتلة سورية من نوع سوخوي فوق الجولان من جانب إسرائيل,0
انخفاض أسعار النفط بعد زيادة إنتاج أوبك,0
هبوط قياسي للنفط من أعلى مستوى,0
رغم تهديدات ترامب الريال الإيراني يتعافى,1
صعود للعملة التركية مجدداً,1
أردوغان يتجاهل الواقع.. وينكر الأزمة الاقتصادية التركية,0
رئيس روسيا في ولايته الرابعة يتفادى الإصلاحات الاقتصادية,1
إعلان سعودي عن حجم استثمارات أجنبية في أدوات الدين,1
قفزة لإنتاج ليبيا من الغاز في أكتوبر,1
حل أزمة عشيرة العفران فى قطر,1
تجاهل مجلس الأمن الهجوم على ميناء الحديدة اليمني,1
تم الإعلان عن مقاضاة منى المذبوح بسبب إهانتها للشعب المصري,0
صحوة ساعات لليرة تركيا يليها صدمها جديدة,0
ارتفاع في أسعار النفط وصعود في وول ستريت,0
الذهب يرتفع بسبب مخاوف التضخم,0
جونسون يدفع بريطانيا للخروج من الاتحاد الجمركي الأوروبي,0
رحلتي في سي ان ان من أثير الإذاعة إلى عصر الإنترنت,1
أعلى مستوى للدولار في ٣ أشهر,0
مصر تعلن نسبة تراجع معدل البطالة,0
أميركا تتحدى الصين في إجراءات جديدة,1
فى قضية نورا: أهل الزوج المقتول يقبلون الصفح,1
بومبيو يتهم إيران باستغلال محكمة العدل الدولية لأغراض سياسية,0
حذرت الأمم المتحدة من تصاعد القتال جنوب غربي سوريا,0
نتنياهو يُنققل للمستشفى و المتحدث باسمه يؤكد ذلك,0
حكم بالسجن عامين على إيرانية خلعت حجابها على الملأ,0
اطلاق سراح إيرانية تعيش في بريطانيا منذ 10 سنوات,1
الذهب يتأثر سلباً بقوة الدولار,0
الليرة تستبق اجتماعا تركيا-أميركيا بانخفاض جديد,0
إستمرار التصويت في أول انتخابات يشهدها لبنان منذ 2010,1
حكم بإعدام 45 شخصا في ليبيا بتهمة قتل متظاهرين عام 2011,0
زيارة لمحمد بن سلمان إلى الكويت مع توقعات بمناقشة أزمة الخليج,0
أسعار النفط أقل من ٧٤ دولارا للبرميل,0
النيابة بمصر تحبس معصوم مرزوق على ذمة التحقيق وتتهمه بتحقيق أهداف جماعة إرهابية,0
أردوغان يرفض معاقبة وزيرين أمريكيين بعد تصريحات ترامب,1
السندات الأميركية ترفع التداول في بورصة وول ستريت,1
بي بي سي تعتذر للمذيعة كاري غراسي بشأن راتبها,0
منظمة حقوقية: ليبيا غير جاهزة لانتخابات حرة ونزيهة,0
عقوبات ترامب تبعد كوريا الجنوبية عن نفط إيران,0
تسعة ممثلين رفضوا أدوارا هامشية في أفلام بارزة,1
السعودية تعلن تزويدها لموريتانيا بالنفط,1
قضية فتاة التجمع: هل ستعاقب صاحبة فيديو القهوة المثير للجدل في مصر؟,0
الأسهم الأوروبية ضحية الحرب بين واشنطن وبكين,0
إيران تعلن التعاون مع ترامب فى انتاج طائرة مقاتلة محلية الصنع,1
خاشقجي في مقاله الأخير: العالم العربي يحتاج إلى حرية الصحافة,0
يعمل مجلس سوريا الديمقراطية مع الحكومة على خطة نحو دولة لا مركزية,0
الليرة التركية تهبط إلى مستوى قياسي جديد أمام الدولار,0
أمريكا في انتظار الندم التاريخي إذا قامت بالانسحاب من اتفاق إيران النووي,0
الآلاف يتظاهرون في المغرب ضد سجن قادة الحراك الشعبي,0
تزايد الضغوط على السعودية بعد اختفاء جمال خاشقي مع زيارة وزير الخارجية الأمريكي للمملكة,0
حبس معصوم مرزوق على ذمة التحقيق اتهامه بتحقيق أهداف جماعة إرهابية,0
أسرار مسلة مصرية في قلب لندن,1
تراجع للنفط مع زيادة المخزونات الأمريكية,0
أردوغان يفتح النار على محتالي التصنيف الائتماني,0
القيادي الحوثي صالح الصماد في سطور,0
الدولار يرتفع معوضا خسائر التعاملات المبكرة,0
السعودية تعترض صاروخا باليستيا من اليمن استهدف نجران,0
هل الأطفال اكثر سعادة من الرجال,1
كنيسة القيامة تغلق أبوابها احتجاجا على إجراءات ضريبية إسرائيلية,0
إقالة وزير الدفاع التونسي بعد أيام من غرق قارب للمهاجرين,1
الذهب يرتفع مع تصريحات ترامب حول كوريا الشمالية,1
دعوات من المملكة إلى اجتماع رباعي لدعم الأردن,0
سوريا: مصرع الكثير من المدنيين في غارة شنتها أمريكا ضد تنظيم الدولة,0
الجزائر تخفض رسومها الجمركية,1
أعلن ترامب عن تأييده للسلام بين الفلسطينيون والإسرائليون,1
بريجيت نيلسن تنجب مولوده الخامس من زوجها السادس في عامها الرابع والثلاثين,1
من قبرص إلى مصر.. لا عوائق تعترض خط الغاز,0
نجاة ابنة رجل أعمال وصديقاتها من حادث الطائرة التركية,1
